name,stint 1,stint 2,stint 3,stint 4 ,stint 5,stint 6,raceId
Heikki Kovalainen,Medium (15),Intermediate (4),Medium (18),Hard (19),Intermediate (3),Wet (11),879
Timo Glock,Medium (14),Intermediate (5),Medium (12),Hard (25),Intermediate (14),,879
Charles Pic,Medium (13),Intermediate (7),Medium (35),Intermediate (15),,,879
Narain Karthikeyan,Medium (13),Intermediate (7),Hard (31),Hard (4),Intermediate (14),,879
Pedro de la Rosa,Medium (14),Intermediate (5),Medium (31),Hard (5),Intermediate (14),,879
Sebastian Vettel,Medium (21),Hard (35),,,,,878
Lewis Hamilton,Medium (20),Hard (36),,,,,878
Mark Webber,Medium (16),,,,,,878
Kimi Raikkonen,Medium (24),Hard (32),,,,,878
Michael Schumacher,Medium (14),Hard (25),Hard (16),,,,878
Nico Hulkenberg,Medium (17),Hard (39),,,,,878
Fernando Alonso,Medium (20),Hard (36),,,,,878
Romain Grosjean,Medium (9),Hard (47),,,,,878
Pastor Maldonado,Medium (21),Hard (35),,,,,878
Bruno Senna,Medium (20),Hard (36),,,,,878
Felipe Massa,Medium (26),Hard (30),,,,,878
Jenson Button,Hard (35),Medium (21),,,,,878
Paul di Resta,Medium (21),Hard (9),Hard (25),,,,878
Jean-Eric Vergne,Medium (14),,,,,,878
Sergio Perez,Medium (22),Hard (34),,,,,878
Kamui Kobayashi,Medium (13),Hard (42),,,,,878
Nico Rosberg,Hard (34),Medium (22),,,,,878
Daniel Ricciardo,Medium (30),Hard (26),,,,,878
Timo Glock,Medium (21),Hard (34),,,,,878
Charles Pic,Medium (26),Hard (28),,,,,878
Vitaly Petrov,Medium (23),Hard (32),,,,,878
Heikki Kovalainen,Medium (21),Hard (34),,,,,878
Pedro de la Rosa,Medium (24),Hard (30),,,,,878
Narain Karthikeyan,Medium (25),Hard (29),,,,,878
Lewis Hamilton,Soft (19),,,,,,877
Mark Webber,Soft (30),Medium (7),,,,,877
Pastor Maldonado,Soft (29),Medium (26),,,,,877
Kimi Raikkonen,Soft (31),Medium (24),,,,,877
Jenson Button,Soft (29),Medium (26),,,,,877
Fernando Alonso,Soft (28),Medium (27),,,,,877
Nico Rosberg,Soft (1),Medium (6),,,,,877
Felipe Massa,Soft (26),Medium (29),,,,,877
Romain Grosjean,Soft (1),Medium (8),Soft (28),,,,877
Nico Hulkenberg,Soft,,,,,,877
Sergio Perez,Soft (30),Medium (8),Medium (17),,,,877
Paul di Resta,Soft (1),Medium (8),Medium (30),Soft (16),,,877
Michael Schumacher,Medium (27),Soft (14),Soft (14),,,,877
Bruno Senna,Medium (32),Soft (23),,,,,877
Kamui Kobayashi,Soft (25),Medium (30),,,,,877
Daniel Ricciardo,Soft (26),Medium (12),Soft (17),,,,877
Jean-Eric Vergne,Soft (9),Medium (24),Soft (22),,,,877
Heikki Kovalainen,Soft (28),Medium (27),,,,,877
Charles Pic,Soft (26),Medium (15),,,,,877
Vitaly Petrov,Soft (27),Medium (28),,,,,877
Timo Glock,Soft (27),Medium (28),,,,,877
Pedro de la Rosa,Soft (28),Medium (27),,,,,877
Narain Karthikeyan,Soft (7),,,,,,877
Sebastian Vettel,Medium (13),Soft (24),Soft (18),,,,877
Sebastian Vettel,Soft (33),Hard (27),,,,,876
Mark Webber,Soft (30),Hard (30),,,,,876
Lewis Hamilton,Soft (32),Hard (28),,,,,876
Jenson Button,Soft (25),Hard (35),,,,,876
Fernando Alonso,Soft (29),Hard (31),,,,,876
Felipe Massa,Soft (28),Hard (32),,,,,876
Kimi Raikkonen,Soft (27),Hard (33),,,,,876
Sergio Perez,Soft (14),Soft (5),Hard (1),,,,876
Pastor Maldonado,Soft (27),Hard (3),Hard (29),,,,876
Nico Rosberg,Soft (27),Hard (33),,,,,876
Romain Grosjean,Hard (36),Soft (24),,,,,876
Nico Hulkenberg,Soft (28),Hard (32),,,,,876
Bruno Senna,Soft (26),Hard (34),,,,,876
Michael Schumacher,Hard (1),Soft (32),Soft (22),,,,876
Daniel Ricciardo,Hard (27),Soft (33),,,,,876
Paul di Resta,Soft (28),Hard (32),,,,,876
Kamui Kobayashi,Hard (36),Soft (24),,,,,876
Jean-Eric Vergne,Soft (1),Soft (32),Hard (26),,,,876
Vitaly Petrov,Soft (31),Hard (28),,,,,876
Heikki Kovalainen,Soft (32),Hard (27),,,,,876
Timo Glock,Soft (31),Hard (27),,,,,876
Pedro de la Rosa,Soft (32),Hard (10),,,,,876
Narain Karthikeyan,Soft (26),Hard (32),,,,,876
Charles Pic,Soft (28),Hard (31),,,,,876
Mark Webber,Super soft (14),Soft (18),Soft (23),,,,875
Sebastian Vettel,Super soft (15),Soft (20),Soft (20),,,,875
Lewis Hamilton,Super soft (13),Soft (13),Soft (16),Super soft (13),,,875
Fernando Alonso,Super soft (15),Soft (19),Soft (21),,,,875
Kimi Raikkonen,Super soft (14),Soft (21),Soft (20),,,,875
Felipe Massa,Super soft (14),Soft (21),Soft (20),,,,875
Romain Grosjean,Super soft (13),Soft (18),Soft (24),,,,875
Nico Hulkenberg,Super soft (13),Soft (19),Soft (23),,,,875
Nico Rosberg,Super soft (1),,,,,,875
Michael Schumacher,Super soft (13),Soft (19),Soft (23),,,,875
Jenson Button,Soft,,,,,,875
Sergio Perez,Soft (18),Super soft (15),Soft (22),,,,875
Kamui Kobayashi,Soft (1),Soft (15),,,,,875
Paul di Resta,Soft (15),Super soft (13),Soft (27),,,,875
Pastor Maldonado,Super soft (21),Soft (34),,,,,875
Jean-Eric Vergne,Soft (13),Soft (25),Super soft (17),,,,875
Bruno Senna,Super soft (14),Soft (18),Soft (23),,,,875
Vitaly Petrov,Super soft (14),Soft (18),Soft (22),,,,875
Heikki Kovalainen,Super soft (13),Soft (20),Soft (21),,,,875
Timo Glock,Super soft (14),Soft (17),Super soft (23),,,,875
Daniel Ricciardo,Super soft (14),Soft (20),Soft (21),,,,875
Pedro de la Rosa,Soft (16),,,,,,875
Narain Karthikeyan,Super soft (18),Soft (35),,,,,875
Charles Pic,Super soft (17),Soft (17),Super soft (19),,,,875
Sebastian Vettel,Soft (17),Hard (20),Hard (16),,,,874
Mark Webber,Soft (1),Hard (25),Hard (27),,,,874
Kamui Kobayashi,Soft (14),Hard (17),Hard (22),,,,874
Romain Grosjean,Soft (1),Hard (21),Hard (29),,,,874
Sergio Perez,Soft (15),Hard (3),,,,,874
Fernando Alonso,Soft,,,,,,874
Kimi Raikkonen,Soft (13),Hard (17),Hard (23),,,,874
Jenson Button,Soft (13),Hard (22),Hard (18),,,,874
Lewis Hamilton,Soft (16),Hard (15),Hard (22),,,,874
Felipe Massa,Soft (17),Hard (19),Hard (17),,,,874
Paul di Resta,Soft (13),Hard (19),Hard (21),,,,874
Pastor Maldonado,Soft (16),Soft (17),Hard (20),,,,874
Nico Rosberg,Soft,,,,,,874
Daniel Ricciardo,Soft (17),Soft (17),Hard (19),,,,874
Nico Hulkenberg,Soft (13),Hard (18),Hard (22),,,,874
Bruno Senna,Soft (1),Hard (15),Hard (18),Soft (19),,,874
Heikki Kovalainen,Soft (18),Hard (23),Hard (11),,,,874
Timo Glock,Soft (20),Hard (20),Hard (12),,,,874
Jean-Eric Vergne,Hard (18),Soft (17),Soft (18),,,,874
Pedro de la Rosa,Soft (17),Soft (19),Hard (16),,,,874
Charles Pic,Hard (14),Soft (17),Hard (6),,,,874
Vitaly Petrov,Soft (19),Hard (23),Soft (10),,,,874
Michael Schumacher,Hard (17),Soft (19),Soft (17),,,,874
Narain Karthikeyan,Soft (15),Soft (17),,,,,874
Lewis Hamilton,Super soft (12),Soft (10),,,,,873
Pastor Maldonado,Super soft (13),Soft (16),Super soft (4),Soft (3),,,873
Sebastian Vettel,Super soft (10),Soft (23),Soft (26),,,,873
Jenson Button,Super soft (14),Soft (19),Soft (26),,,,873
Fernando Alonso,Super soft (11),Soft (18),Soft (30),,,,873
Paul di Resta,Super soft (12),Soft (21),Soft (26),,,,873
Mark Webber,Super soft (8),Soft (20),Super soft (12),Soft (19),,,873
Romain Grosjean,Super soft (14),Soft (19),Soft (26),,,,873
Michael Schumacher,Super soft (11),Soft (22),Soft (5),,,,873
Nico Rosberg,Super soft (12),Soft (21),Soft (26),,,,873
Nico Hulkenberg,Soft (18),Soft (22),Super soft (10),Super soft (9),,,873
Kimi Raikkonen,Super soft (13),Soft (19),Soft (27),,,,873
Felipe Massa,Super soft (1),Soft (18),Soft (14),Super soft (26),,,873
Sergio Perez,Soft (18),Soft (22),Super soft (19),,,,873
Daniel Ricciardo,Super soft (11),Soft (20),Soft (28),,,,873
Jean-Eric Vergne,Soft (12),Soft (12),Super soft (14),,,,873
Kamui Kobayashi,Soft (14),Soft (16),Super soft (20),Super soft (9),,,873
Vitaly Petrov,Super soft (1),Soft (17),Super soft (12),Super soft (10),Soft (17),,873
Heikki Kovalainen,Super soft (12),Soft (14),Super soft (19),Super soft (14),,,873
Timo Glock,Soft (13),Super soft (12),Soft (34),,,,873
Charles Pic,Soft (16),Soft (16),Super soft (27),,,,873
Bruno Senna,Super soft (10),Soft (15),Super soft (8),Soft (24),,,873
Narain Karthikeyan,Super soft (19),Soft (11),,,,,873
Pedro de la Rosa,Soft (18),Super soft (12),Soft (10),Super soft (18),,,873
Lewis Hamilton,Medium (23),Hard (30),,,,,872
Jenson Button,Medium (22),Hard (10),,,,,872
Felipe Massa,Medium (19),Hard (34),,,,,872
Michael Schumacher,Medium (15),Hard (22),Hard (16),,,,872
Sebastian Vettel,Medium (20),Hard (27),,,,,872
Nico Rosberg,Medium (14),Hard (24),Hard (15),,,,872
Kimi Raikkonen,Medium (17),Hard (36),,,,,872
Kamui Kobayashi,Medium (20),Hard (33),,,,,872
Paul di Resta,Medium (21),Hard (32),,,,,872
Fernando Alonso,Medium (20),Hard (33),,,,,872
Mark Webber,Medium (21),Hard (30),,,,,872
Sergio Perez,Hard (29),Medium (24),,,,,872
Bruno Senna,Medium (24),Hard (29),,,,,872
Daniel Ricciardo,Medium (24),Hard (29),,,,,872
Jerome d’Ambrosio,Hard (27),Medium (26),,,,,872
Jean-Eric Vergne,Medium (8),,,,,,872
Heikki Kovalainen,Medium (17),Hard (22),Medium (13),,,,872
Vitaly Petrov,Medium (19),Hard (21),Medium (12),,,,872
Timo Glock,Medium (7),Hard (25),Hard (20),,,,872
Charles Pic,Medium (18),Hard (17),Hard (17),,,,872
Narain Karthikeyan,Medium (23),Hard (29),,,,,872
Pastor Maldonado,Hard (13),Medium (22),Medium (18),,,,872
Pedro de la Rosa,Medium (22),Hard (30),,,,,872
Nico Hulkenberg,Hard (27),Medium (23),,,,,872
Jenson Button,Medium (20),Hard (24),,,,,871
Kamui Kobayashi,Medium (1),Hard (6),Hard (17),Hard (20),,,871
Kimi Raikkonen,Medium (11),Hard (17),Hard (16),,,,871
Sergio Perez,Medium,,,,,,871
Fernando Alonso,Medium,,,,,,871
Pastor Maldonado,Medium (1),,,,,,871
Lewis Hamilton,Medium,,,,,,871
Romain Grosjean,Medium,,,,,,871
Paul di Resta,Medium (10),Hard (16),Hard (18),,,,871
Sebastian Vettel,Medium (21),Hard (23),,,,,871
Nico Hulkenberg,Hard (13),Medium (14),Hard (17),,,,871
Mark Webber,Medium (11),Hard (16),Hard (17),,,,871
Michael Schumacher,Medium (19),Hard (16),Medium (9),,,,871
Felipe Massa,Medium (12),Hard (15),Hard (17),,,,871
Jean-Eric Vergne,Medium (15),Hard (14),Hard (15),,,,871
Daniel Ricciardo,Medium (12),Hard (16),Hard (16),,,,871
Bruno Senna,Medium (16),Hard (23),Hard (5),,,,871
Heikki Kovalainen,Medium (14),Medium (13),Hard (16),,,,871
Vitaly Petrov,Medium (12),Medium (14),Hard (17),,,,871
Timo Glock,Medium (11),Medium (14),Hard (18),,,,871
Pedro de la Rosa,Medium (1),Hard (14),Medium (12),Hard (16),,,871
Charles Pic,Medium (18),Hard (25),,,,,871
Nico Rosberg,Hard (20),Medium (16),Medium (8),,,,871
Narain Karthikeyan,Medium (14),Medium (14),Hard (1),,,,871
Lewis Hamilton,Soft (18),Medium (22),Medium (29),,,,870
Romain Grosjean,Soft (19),Soft (20),Medium (30),,,,870
Sebastian Vettel,Soft (17),Soft (21),Medium (20),Soft (11),,,870
Jenson Button,Soft (15),Medium (19),Soft (11),Medium (24),,,870
Kimi Raikkonen,Soft (20),Soft (25),Medium (24),,,,870
Fernando Alonso,Soft (17),Medium (26),Medium (26),,,,870
Felipe Massa,Soft (18),Medium (25),Medium (26),,,,870
Pastor Maldonado,Soft (15),Medium (26),Medium (28),,,,870
Bruno Senna,Soft (16),Medium (26),Medium (27),,,,870
Nico Hulkenberg,Soft (15),Medium (24),Medium (30),,,,870
Mark Webber,Medium (20),Medium (19),Soft (16),Soft (14),,,870
Paul di Resta,Soft (16),Medium (22),Medium (31),,,,870
Nico Rosberg,Soft (16),Medium (24),Medium (29),,,,870
Sergio Perez,Soft (21),Medium (26),Medium (22),,,,870
Kamui Kobayashi,Soft (8),Medium (32),Soft (27),,,,870
Jean-Eric Vergne,Soft (12),Soft (18),Soft (16),Medium (18),Medium (4),,870
Michael Schumacher,Soft (1),Medium (31),Medium (26),,,,870
Daniel Ricciardo,Soft (14),Soft (20),Soft (13),Medium (21),,,870
Heikki Kovalainen,Soft (17),Medium (19),Medium (20),Soft (12),,,870
Vitaly Petrov,Soft (18),Medium (17),Medium (16),Medium (16),,,870
Charles Pic,Medium (20),Soft (19),Medium (28),,,,870
Timo Glock,Medium (18),Soft (22),Medium (26),,,,870
Pedro de la Rosa,Medium (22),Medium (19),Soft (25),,,,870
Narain Karthikeyan,Soft (18),Medium (21),Soft (21),,,,870
Fernando Alonso,Soft (18),Medium (23),Medium (26),,,,869
Sebastian Vettel,Soft (20),Medium (21),Medium (26),,,,869
Michael Schumacher,Soft (14),Soft (22),Medium (16),Soft (15),,,869
Nico Hulkenberg,Soft (12),Medium (19),Soft (15),Medium (21),,,869
Pastor Maldonado,Soft (13),Medium (25),Medium (19),Soft (9),,,869
Jenson Button,Soft (19),Medium (21),Medium (27),,,,869
Lewis Hamilton,Soft (3),Medium (28),Medium (16),Soft (9),,,869
Mark Webber,Soft (12),Medium (28),Medium (27),,,,869
Paul di Resta,Soft (10),Medium (29),Medium (28),,,,869
Kimi Raikkonen,Soft (11),Soft (27),Medium (29),,,,869
Daniel Ricciardo,Soft (19),Medium (19),Medium (29),,,,869
Kamui Kobayashi,Medium (22),Medium (21),Soft (24),,,,869
Felipe Massa,Soft (1),Medium (23),Medium (23),Soft (20),,,869
Bruno Senna,Soft (1),Medium (24),Medium (22),Soft (19),,,869
Jean-Eric Vergne,Medium (6),Medium (21),Medium (18),Soft (22),,,869
Heikki Kovalainen,Soft (13),Medium (18),Medium (13),Medium (9),Soft (12),,869
Sergio Perez,Soft (17),Medium (23),Medium (27),,,,869
Vitaly Petrov,Soft (14),Medium (18),Medium (18),Medium (16),,,869
Romain Grosjean,Soft (1),Medium (23),Medium (18),Soft (24),,,869
Charles Pic,Medium (21),Soft (22),Medium (22),,,,869
Nico Rosberg,Medium (12),Soft (20),Soft (18),Soft (17),,,869
Timo Glock,Medium (19),Soft (21),Medium (24),,,,869
Pedro de la Rosa,Soft (20),Soft (25),Medium (19),,,,869
Narain Karthikeyan,Soft (22),Medium (24),Medium (18),,,,869
Fernando Alonso,Hard (15),Hard (22),Soft (15),,,,868
Mark Webber,Soft (14),Hard (19),Hard (19),,,,868
Michael Schumacher,Soft (12),Hard (22),Hard (18),,,,868
Sebastian Vettel,Soft (10),Hard (21),Hard (21),,,,868
Felipe Massa,Soft (13),Hard (22),Hard (17),,,,868
Kimi Raikkonen,Soft (13),Hard (21),Hard (18),,,,868
Pastor Maldonado,Soft (11),Hard (1),Hard (39),,,,868
Lewis Hamilton,Hard (21),Soft (7),Hard (24),,,,868
Romain Grosjean,Soft (2),Hard (24),Hard (26),,,,868
Paul di Resta,Soft (1),Hard (0),,,,,868
Nico Rosberg,Hard (15),Hard (22),Soft (15),,,,868
Daniel Ricciardo,Hard (16),Soft (13),Hard (23),,,,868
Bruno Senna,Soft (14),Hard (16),Hard (22),,,,868
Nico Hulkenberg,Hard (16),Hard (19),Soft (17),,,,868
Sergio Perez,Soft (11),Hard (0),,,,,868
Jenson Button,Hard (16),Soft (15),Hard (21),,,,868
Kamui Kobayashi,Hard (16),Hard (21),Soft (15),,,,868
Vitaly Petrov,,,,,,,868
Heikki Kovalainen,Soft (12),Hard (17),Hard (22),,,,868
Timo Glock,Hard (18),Hard (20),Soft (13),,,,868
Pedro de la Rosa,Hard (27),Soft (23),,,,,868
Narain Karthikeyan,Hard (16),Hard (19),Soft (15),,,,868
Jean-Eric Vergne,Soft (14),Hard (18),Hard (20),,,,868
Charles Pic,Soft (13),Hard (19),Hard (19),,,,868
Sebastian Vettel,Soft (16),Soft (13),Medium (4),,,,867
Lewis Hamilton,Soft (13),Medium (15),Medium (27),,,,867
Pastor Maldonado,Soft (14),Medium (14),Medium (29),,,,867
Romain Grosjean,Soft (16),Soft (12),Medium (12),,,,867
Kimi Raikkonen,Soft (14),Soft (14),Medium (29),,,,867
Nico Rosberg,Soft (20),Medium (26),Soft (11),,,,867
Kamui Kobayashi,Soft (14),Soft (6),Medium (13),,,,867
Nico Hulkenberg,Soft (14),Medium (14),Medium (29),,,,867
Jenson Button,Soft (10),Medium (16),Medium (31),,,,867
Paul di Resta,Soft (23),Medium (34),,,,,867
Fernando Alonso,Soft (15),Soft (13),Medium (29),,,,867
Michael Schumacher,Medium (19),Soft (22),Soft (16),,,,867
Felipe Massa,Soft (11),Medium (16),Soft (7),Medium (19),Soft (3),,867
Bruno Senna,Soft (20),Medium (37),,,,,867
Sergio Perez,Medium (10),Soft (15),Soft (32),,,,867
Heikki Kovalainen,Soft (12),Soft (15),Medium (30),,,,867
Daniel Ricciardo,Soft (14),Soft (23),Medium (20),,,,867
Jean-Eric Vergne,Medium (17),Soft (9),,,,,867
Mark Webber,Medium (19),Soft (19),Soft (19),,,,867
Vitaly Petrov,Soft (13),Soft (12),Soft (3),Medium (19),Medium (10),,867
Pedro de la Rosa,Soft (14),Soft (14),Medium (28),,,,867
Narain Karthikeyan,Soft (15),Soft (14),Medium (27),,,,867
Charles Pic,Medium (11),Soft (17),Medium (29),,,,867
Sebastian Vettel,Super soft (16),Soft (47),Super soft (7),,,,866
Lewis Hamilton,Super soft (17),Soft (33),Soft (20),,,,866
Fernando Alonso,Super soft (19),Soft (51),,,,,866
Mark Webber,Super soft (17),Soft (35),Soft (18),,,,866
Nico Rosberg,Super soft (19),Soft (19),Soft (32),,,,866
Felipe Massa,Super soft (12),Soft (46),Super soft (12),,,,866
Romain Grosjean,Super soft (21),Soft (49),,,,,866
Paul di Resta,Super soft (13),Soft (31),Soft (26),,,,866
Michael Schumacher,Super soft (13),Soft (30),Soft (0),,,,866
Jenson Button,Soft (15),Super soft (18),Super soft (19),Soft (17),,,866
Kamui Kobayashi,Super soft (24),Soft (46),,,,,866
Kimi Raikkonen,Soft (40),Super soft (30),,,,,866
Nico Hulkenberg,Soft (21),Super soft (21),Soft (28),,,,866
Daniel Ricciardo,Super soft (17),Soft (41),Super soft (12),,,,866
Sergio Perez,Soft (41),Super soft (29),,,,,866
Bruno Senna,Super soft (23),Soft (46),,,,,866
Heikki Kovalainen,Super soft (17),Soft (25),Soft (27),,,,866
Vitaly Petrov,Super soft (18),Soft (25),Soft (26),,,,866
Jean-Eric Vergne,Super soft (16),Soft (27),Soft (26),,,,866
Pedro de la Rosa,Soft (24),,,,,,866
Timo Glock,Super soft (24),Soft (32),,,,,866
Pastor Maldonado,Soft (29),Super soft (41),,,,,866
Charles Pic,Super soft (28),Soft (39),,,,,866
Narain Karthikeyan,Super soft (22),,,,,,866
Mark Webber,Super soft (29),Soft (49),,,,,865
Nico Rosberg,Super soft (27),Soft (51),,,,,865
Lewis Hamilton,Super soft (29),Soft (49),,,,,865
Romain Grosjean,Super soft,,,,,,865
Fernando Alonso,Super soft (30),Soft (48),,,,,865
Michael Schumacher,Super soft (34),Soft (29),,,,,865
Felipe Massa,Super soft (31),Soft (47),,,,,865
Kimi Raikkonen,Super soft (29),Soft (49),,,,,865
Sebastian Vettel,Soft (46),Super soft (32),,,,,865
Nico Hulkenberg,Super soft (29),Soft (49),,,,,865
Kamui Kobayashi,Super soft (1),Soft (4),,,,,865
Jenson Button,Soft (38),Super soft (32),,,,,865
Bruno Senna,Super soft (29),Soft (49),,,,,865
Paul di Resta,Soft (35),Super soft (43),,,,,865
Daniel Ricciardo,Super soft (40),Soft (25),,,,,865
Jean-Eric Vergne,Super soft (17),Soft (53),Intermediate (7),,,,865
Heikki Kovalainen,Super soft (30),Soft (43),Super soft (4),,,,865
Vitaly Petrov,Soft (3),Soft (12),,,,,865
Timo Glock,Super soft (30),Soft (24),Soft (23),,,,865
Pedro de la Rosa,Soft,,,,,,865
Charles Pic,Super soft (33),Soft (31),,,,,865
Narain Karthikeyan,Super soft (29),Super soft (45),Soft (2),,,,865
Sergio Perez,Super soft (34),Soft (43),,,,,865
Pastor Maldonado,Super soft,,,,,,865
Pastor Maldonado,Soft (11),Hard (13),Hard (17),Hard (25),,,864
Fernando Alonso,Soft (10),Hard (16),Hard (18),Hard (22),,,864
Romain Grosjean,Soft (10),Soft (16),Hard (25),Hard (15),,,864
Kimi Raikkonen,Soft (11),Soft (16),Hard (21),Hard (18),,,864
Sergio Perez,Soft (1),Hard (16),Hard (20),Hard (0),,,864
Nico Rosberg,Soft (9),Soft (13),Hard (18),Hard (26),,,864
Sebastian Vettel,Soft (7),Hard (20),Hard (15),Soft (24),,,864
Michael Schumacher,Soft (10),Soft (2),,,,,864
Kamui Kobayashi,Soft (8),Hard (18),Hard (15),Hard (25),,,864
Jenson Button,Soft (9),Hard (16),Soft (13),Hard (28),,,864
Mark Webber,Soft (6),Hard (11),Hard (23),Hard (25),,,864
Paul di Resta,Soft (9),Soft (14),Hard (19),Hard (23),,,864
Nico Hulkenberg,Soft (10),Soft (9),Hard (20),Hard (26),,,864
Jean-Eric Vergne,Soft (10),Hard (13),Soft (17),Hard (25),,,864
Daniel Ricciardo,Soft (11),Hard (14),Soft (14),Hard (26),,,864
Felipe Massa,Soft (10),Hard (19),Hard (16),Hard (20),,,864
Bruno Senna,Soft (12),,,,,,864
Vitaly Petrov,Soft (10),Hard (18),Soft (16),Hard (21),,,864
Heikki Kovalainen,Soft (13),Soft (14),Soft (16),Hard (22),,,864
Charles Pic,Soft (15),Soft (12),Hard (8),,,,864
Timo Glock,Soft (14),Soft (12),Hard (21),Hard (17),,,864
Pedro de la Rosa,Soft (10),Soft (9),Hard (16),Hard (16),Soft (12),,864
Narain Karthikeyan,Soft (11),Soft (11),Hard (0),,,,864
Lewis Hamilton,Soft (14),Hard (21),Hard (31),,,,864
Sebastian Vettel,Soft (11),Medium (14),Soft (14),Medium (18),,,863
Lewis Hamilton,Soft (9),Medium (14),Medium (13),Medium (21),,,863
Mark Webber,Soft (9),Medium (14),Soft (16),Medium (18),,,863
Jenson Button,Soft (8),Medium (14),Medium (15),Medium (16),Soft (2),,863
Nico Rosberg,Soft (8),Soft (14),Medium (14),Medium (21),,,863
Daniel Ricciardo,Soft (7),Medium (16),Soft (15),Medium (18),,,863
Romain Grosjean,Soft (10),Medium (15),Medium (15),Medium (17),,,863
Sergio Perez,Soft (9),Soft (12),Medium (16),Medium (20),,,863
Fernando Alonso,Soft (9),Medium (14),Medium (14),Medium (20),,,863
Paul di Resta,Soft (14),Medium (19),Medium (24),,,,863
Kimi Raikkonen,Soft (11),Soft (13),Medium (15),Medium (18),,,863
Kamui Kobayashi,Medium (14),Medium (17),Soft (19),Soft (7),,,863
Nico Hulkenberg,Soft (9),Soft (10),Medium (17),Medium (21),,,863
Felipe Massa,Soft (8),Medium (14),Soft (16),Medium (19),,,863
Bruno Senna,Soft (9),Soft (15),Medium (14),Medium (16),,,863
Heikki Kovalainen,Soft (1),Soft (12),Soft (12),Medium (13),Medium (18),,863
Jean-Eric Vergne,Soft (10),Medium (15),Medium (15),Soft (17),,,863
Vitaly Petrov,Soft (10),Soft (13),Medium (16),Medium (17),,,863
Charles Pic,Soft (12),Soft (12),,,,,863
Pedro de la Rosa,Soft (9),Medium (13),Medium (16),Medium (17),,,863
Pastor Maldonado,Soft (11),Soft (12),Medium (2),,,,863
Michael Schumacher,Soft (9),Soft (14),Medium (14),Medium (20),,,863
Timo Glock,Soft (10),Medium (13),Medium (15),Soft (17),,,863
Narain Karthikeyan,Soft (10),Medium (11),Medium (11),Medium (13),Soft (10),,863
Nico Rosberg,Soft (13),Medium (21),Medium (22),,,,862
Michael Schumacher,Soft (12),Medium (0),,,,,862
Kamui Kobayashi,Soft (9),Medium (16),Soft (13),Medium (18),,,862
Kimi Raikkonen,Soft (10),Medium (18),Medium (28),,,,862
Jenson Button,Soft (11),Soft (13),Medium (15),Medium (17),,,862
Mark Webber,Soft (6),Medium (15),Medium (13),Medium (22),,,862
Lewis Hamilton,Soft (10),Soft (12),Medium (16),Medium (18),,,862
Sergio Perez,Soft (16),Medium (19),Medium (21),,,,862
Fernando Alonso,Soft (12),Medium (15),Soft (11),Medium (18),,,862
Romain Grosjean,Soft (11),Medium (21),Medium (24),,,,862
Sebastian Vettel,Soft (9),Medium (22),Medium (25),,,,862
Felipe Massa,Medium (18),Medium (23),Soft (15),,,,862
Pastor Maldonado,Soft (11),Medium (22),Medium (23),,,,862
Bruno Senna,Medium (12),Soft (17),Medium (27),,,,862
Paul di Resta,Soft (11),Medium (21),Medium (24),,,,862
Nico Hulkenberg,Soft (9),Medium (21),Medium (26),,,,862
Daniel Ricciardo,Medium (17),Soft (16),Medium (23),,,,862
Jean-Eric Vergne,Medium (11),Medium (17),Soft (13),Soft (15),,,862
Heikki Kovalainen,Soft (12),Medium (16),Medium (1),Medium (18),Soft (6),,862
Vitaly Petrov,Soft (10),Medium (19),Medium (26),,,,862
Timo Glock,Soft (18),Medium (18),Medium (19),,,,862
Charles Pic,Soft (19),Medium (18),Medium (18),,,,862
Pedro de la Rosa,Soft (17),Soft (14),Medium (24),,,,862
Narain Karthikeyan,Soft (16),Soft (16),Medium (22),,,,862
Lewis Hamilton,Intermediate (5),Wet (9),Intermediate (27),Medium (15),,,861
Jenson Button,Intermediate (4),Wet (9),Intermediate (2),Intermediate (9),Intermediate (15),Medium (17),861
Michael Schumacher,Intermediate (5),Wet (9),Intermediate (25),Hard (17),,,861
Mark Webber,Intermediate (5),Wet (9),Intermediate (25),Medium (17),,,861
Sebastian Vettel,Intermediate (5),Wet (10),Intermediate (25),Hard (7),Medium (9),,861
Romain Grosjean,Intermediate (3),,,,,,861
Nico Rosberg,Intermediate (5),Wet (8),Intermediate (13),Intermediate (13),Hard (17),,861
Fernando Alonso,Intermediate (4),Wet (10),Intermediate (26),Medium (16),,,861
Sergio Perez,Intermediate (1),Wet (14),Intermediate (26),Hard (15),,,861
Kimi Raikkonen,Intermediate (5),Wet (8),Intermediate (27),Hard (16),,,861
Pastor Maldonado,Intermediate (5),Wet (9),Wet (1),Intermediate (24),Medium (15),,861
Felipe Massa,Intermediate (3),Wet (11),Intermediate (13),Intermediate (11),Medium (18),,861
Bruno Senna,Intermediate (1),Wet (6),Wet (6),Intermediate (26),Medium (17),,861
Paul di Resta,Intermediate (2),Wet (12),Intermediate (25),Hard (17),,,861
Daniel Ricciardo,Intermediate (4),Wet (10),Intermediate (11),Intermediate (12),Medium (19),,861
Nico Hulkenberg,Intermediate (4),Wet (11),Intermediate (25),Hard (16),,,861
Kamui Kobayashi,Intermediate (5),Wet (8),Intermediate (27),Medium (6),,,861
Jean-Eric Vergne,Intermediate (10),Wet (5),Intermediate (25),Medium (16),,,861
