name,stint 1,stint 2,stint 3,stint 4 ,stint 5,stint 6,raceId
Jules Bianchi,Medium (1),Medium (7),,,,,901
Pastor Maldonado,Medium (7),,,,,,901
Sergio Perez,Hard,,,,,,901
Nico Rosberg,Soft (12),Soft (26),Medium (19),,,,900
Kevin Magnussen,Soft (12),Soft (25),Medium (20),,,,900
Jenson Button,Soft (11),Soft (21),Medium (25),,,,900
Fernando Alonso,Soft (12),Soft (23),Medium (22),,,,900
Valtteri Bottas,Soft (10),Soft (26),Medium (21),,,,900
Nico Hulkenberg,Soft (12),Soft (21),Medium (24),,,,900
Kimi Raikkonen,Soft (12),Soft (24),Medium (21),,,,900
Jean-Eric Vergne,Soft (12),Soft (21),Medium (24),,,,900
Daniil Kvyat,Soft (12),Medium (24),Soft (21),,,,900
Sergio Perez,Soft (1),Medium (10),Soft (21),Soft (25),,,900
Adrian Sutil,Soft (35),Medium (21),,,,,900
Esteban Gutierrez,Medium (1),Soft (29),Soft (26),,,,900
Max Chilton,Soft (24),Soft (17),Medium (14),,,,900
Jules Bianchi,Soft (20),Soft (15),Medium (14),,,,900
Romain Grosjean,Soft (28),Soft (15),,,,,900
Pastor Maldonado,Soft (29),Soft (0),,,,,900
Marcus Ericsson,Soft (23),Soft (4),,,,,900
Sebastian Vettel,Medium (3),,,,,,900
Lewis Hamilton,Soft (1),,,,,,900
Felipe Massa,Soft,,,,,,900
Kamui Kobayashi,Soft,,,,,,900
Daniel Ricciardo,Soft (12),Soft (24),Medium (21),,,,900
Lewis Hamilton,Soft (25),Medium (33),,,,,926
Nico Rosberg,Soft (26),Medium (32),,,,,926
Sebastian Vettel,Soft (24),Medium (34),,,,,926
Felipe Massa,Soft (21),Medium (37),,,,,926
Felipe Nasr,Soft (25),Medium (33),,,,,926
Daniel Ricciardo,Soft (23),Medium (34),,,,,926
Nico Hulkenberg,Soft (21),Medium (23),Soft (13),,,,926
Marcus Ericsson,Medium (1),Soft (25),Soft (17),Soft (14),,,926
Carlos Sainz Jnr,Soft (24),Medium (33),,,,,926
Sergio Perez,Medium (38),Soft (19),,,,,926
Jenson Button,Soft (27),Medium (29),,,,,926
Kimi Raikkonen,Soft (16),Soft (24),Medium (0),,,,926
Max Verstappen,Medium (32),,,,,,926
Sebastian Vettel,Medium (17),Medium (20),Hard (19),,,,927
Lewis Hamilton,Medium (4),Hard (20),Medium (14),Hard (18),,,927
Nico Rosberg,Medium (4),Hard (22),Hard (15),Medium (15),,,927
Kimi Raikkonen,Medium (2),Medium (12),Medium (20),Hard (22),,,927
Valtteri Bottas,Medium (4),Medium (21),Medium (15),Hard (16),,,927
Felipe Massa,Medium (4),Medium (20),Medium (14),Hard (18),,,927
Max Verstappen,Medium (4),Hard (16),Hard (20),Medium (16),,,927
Carlos Sainz Jnr,Medium (14),Hard (18),Hard (23),,,,927
Daniil Kvyat,Medium (4),Medium (17),Hard (18),Hard (16),,,927
Daniel Ricciardo,Medium (4),Medium (14),Hard (16),Hard (21),,,927
Romain Grosjean,Medium (15),Medium (11),Medium (8),Hard (21),,,927
Felipe Nasr,Medium (2),Hard (18),Hard (10),Hard (13),Medium (12),,927
Sergio Perez,Medium (17),Hard (18),Medium (20),,,,927
Nico Hulkenberg,Medium (15),Medium (16),Hard (13),Hard (11),,,927
Roberto Merhi,Medium (5),Hard (17),Medium (20),Medium (11),,,927
Pastor Maldonado,Medium (1),Medium (17),Medium (15),Hard (14),,,927
Jenson Button,Hard (4),Medium (17),Medium (14),Medium (6),,,927
Fernando Alonso,Hard (4),Medium (17),,,,,927
Marcus Ericsson,Medium (3),,,,,,927
Lewis Hamilton,Soft (14),Soft (19),Medium (23),,,,928
Nico Rosberg,Soft (15),Soft (16),Medium (25),,,,928
Sebastian Vettel,Soft (13),Soft (17),Medium (26),,,,928
Kimi Raikkonen,Soft (15),Soft (19),Medium (22),,,,928
Felipe Massa,Soft (13),Medium (21),Medium (22),,,,928
Valtteri Bottas,Soft (14),Medium (21),Medium (21),,,,928
Romain Grosjean,Soft (12),Medium (20),Medium (24),,,,928
Felipe Nasr,Soft (10),Medium (21),Medium (25),,,,928
Daniel Ricciardo,Soft (14),Soft (22),Medium (20),,,,928
Marcus Ericsson,Soft (14),Soft (16),Medium (25),,,,928
Sergio Perez,Soft (11),Soft (15),Soft (15),Medium (14),,,928
Fernando Alonso,Soft (12),Medium (23),Soft (20),,,,928
Jenson Button,Soft (14),Soft (18),Medium (23),,,,928
Carlos Sainz Jnr,Medium (19),Soft (20),Soft (16),,,,928
Will Stevens,Soft (16),Medium (22),Soft (16),,,,928
Roberto Merhi,Soft (17),Medium (23),Soft (14),,,,928
Max Verstappen,Soft (12),Medium (20),Medium (20),,,,928
Pastor Maldonado,Soft (11),Medium (22),Medium (16),,,,928
Daniil Kvyat,Medium (15),,,,,,928
Nico Hulkenberg,Soft (9),,,,,,928
Lewis Hamilton,Soft (15),Soft (18),Medium (24),,,,929
Kimi Raikkonen,Soft (17),Medium (23),Soft (17),,,,929
Nico Rosberg,Soft (14),Soft (20),Medium (23),,,,929
Valtteri Bottas,Soft (14),Soft (19),Medium (24),,,,929
Sebastian Vettel,Soft (13),Soft (19),Medium (4),Medium (21),,,929
Daniel Ricciardo,Soft (14),Soft (21),Medium (22),,,,929
Romain Grosjean,Soft (12),Soft (19),Medium (26),,,,929
Sergio Perez,Soft (17),Soft (20),Medium (19),,,,929
Daniil Kvyat,Soft (15),Soft (19),Medium (22),,,,929
Felipe Massa,Soft (10),Soft (14),Medium (32),,,,929
Fernando Alonso,Soft (13),Medium (22),Soft (21),,,,929
Felipe Nasr,Soft (10),Soft (14),Soft (17),Medium (15),,,929
Nico Hulkenberg,Soft (10),Soft (15),Medium (13),Medium (18),,,929
Marcus Ericsson,Soft (11),Soft (14),Soft (12),Medium (19),,,929
Pastor Maldonado,Medium (10),Soft (14),Soft (17),Soft (15),,,929
Will Stevens,Soft (19),Soft (14),Medium (22),,,,929
Roberto Merhi,Soft (18),Soft (16),Medium (20),,,,929
Max Verstappen,Soft (6),Medium (24),Soft (4),,,,929
Carlos Sainz Jnr,Soft (11),Medium (18),,,,,929
Nico Rosberg,Medium (15),Medium (30),Hard (21),,,,930
Lewis Hamilton,Medium (13),Medium (19),Hard (19),Medium (15),,,930
Sebastian Vettel,Medium (14),Medium (26),Hard (26),,,,930
Valtteri Bottas,Medium (15),Medium (27),Hard (24),,,,930
Kimi Raikkonen,Medium (17),Hard (24),Medium (25),,,,930
Felipe Massa,Medium (14),Medium (18),Hard (15),Medium (19),,,930
Daniel Ricciardo,Medium (13),Medium (29),Hard (23),,,,930
Romain Grosjean,Medium (15),Medium (25),Hard (25),,,,930
Carlos Sainz Jnr,Medium (14),Hard (28),Medium (23),,,,930
Daniil Kvyat,Medium (11),Medium (27),Hard (27),,,,930
Max Verstappen,Medium (13),Hard (24),Hard (28),,,,930
Felipe Nasr,Medium (12),Medium (27),Hard (26),,,,930
Sergio Perez,Medium (19),Hard (17),Medium (29),,,,930
Marcus Ericsson,Medium (18),Medium (27),Hard (20),,,,930
Nico Hulkenberg,Medium (10),Medium (16),Medium (23),Hard (16),,,930
Jenson Button,Medium (11),Hard (16),Medium (17),Medium (21),,,930
Will Stevens,Medium (16),Medium (16),Hard (15),Medium (16),,,930
Roberto Merhi,Medium (17),Medium (13),Hard (19),Medium (13),,,930
Pastor Maldonado,Medium (14),Medium (1),Medium (28),Hard (2),,,930
Fernando Alonso,Medium (21),Hard (5),,,,,930
Nico Rosberg,Super soft (37),Soft (41),,,,,931
Sebastian Vettel,Super soft (36),Soft (42),,,,,931
Lewis Hamilton,Super soft (38),Soft (27),Super soft (13),,,,931
Daniil Kvyat,Super soft (28),Soft (50),,,,,931
Daniel Ricciardo,Super soft (36),Soft (29),Super soft (13),,,,931
Kimi Raikkonen,Super soft (37),Soft (41),,,,,931
Sergio Perez,Super soft (36),Soft (28),Super soft (14),,,,931
Jenson Button,Super soft (35),Soft (29),Super soft (14),,,,931
Felipe Nasr,Super soft (18),Soft (46),Super soft (14),,,,931
Carlos Sainz Jnr,Super soft (12),Soft (66),,,,,931
Nico Hulkenberg,Soft (1),Super soft (30),Soft (47),,,,931
Romain Grosjean,Super soft (17),Soft (61),,,,,931
Marcus Ericsson,Super soft (14),Soft (24),Super soft (31),Super soft (9),,,931
Valtteri Bottas,Soft (14),Super soft (42),Super soft (22),,,,931
Felipe Massa,Super soft (1),Soft (38),Super soft (23),Super soft (15),,,931
Roberto Merhi,Soft (35),Super soft (41),,,,,931
Will Stevens,Soft (33),Super soft (43),,,,,931
Max Verstappen,Super soft (29),Soft (17),Super soft (16),,,,931
Fernando Alonso,Soft (32),Super soft (9),,,,,931
Pastor Maldonado,Super soft (5),,,,,,931
Lewis Hamilton,Super soft (29),Soft (41),,,,,932
Nico Rosberg,Super soft (30),Soft (40),,,,,932
Valtteri Bottas,Super soft (28),Soft (42),,,,,932
Kimi Raikkonen,Super soft (26),Soft (14),Super soft (30),,,,932
Sebastian Vettel,Super soft (7),Soft (28),Soft (35),,,,932
Felipe Massa,Soft (37),Super soft (33),,,,,932
Pastor Maldonado,Super soft (17),Soft (53),,,,,932
Nico Hulkenberg,Super soft (28),Soft (41),,,,,932
Daniil Kvyat,Super soft (27),Soft (42),,,,,932
Romain Grosjean,Super soft (27),Soft (22),Soft (20),,,,932
Sergio Perez,Super soft (24),Soft (45),,,,,932
Carlos Sainz Jnr,Super soft (27),Soft (42),,,,,932
Daniel Ricciardo,Super soft (23),Soft (46),,,,,932
Marcus Ericsson,Super soft (28),Soft (41),,,,,932
Max Verstappen,Soft (39),Super soft (30),,,,,932
Felipe Nasr,Super soft (26),Soft (42),,,,,932
Will Stevens,Soft (34),Super soft (13),Super soft (19),,,,932
Roberto Merhi,Soft (35),Super soft (22),,,,,932
Jenson Button,Soft (44),Super soft (10),,,,,932
Fernando Alonso,Super soft (31),Soft (13),,,,,932
Lewis Hamilton,Soft (26),Medium (27),,,,,938
Sebastian Vettel,Soft (25),Medium (28),,,,,938
Felipe Massa,Soft (19),Medium (34),,,,,938
Valtteri Bottas,Soft (22),Medium (31),,,,,938
Kimi Raikkonen,Soft (28),Medium (25),,,,,938
Sergio Perez,Soft (23),Medium (30),,,,,938
Nico Hulkenberg,Soft (18),Medium (34),,,,,938
Daniel Ricciardo,Medium (30),Soft (22),,,,,938
Marcus Ericsson,Soft (20),Medium (32),,,,,938
Daniil Kvyat,Medium (27),Soft (25),,,,,938
Carlos Sainz Jnr,Medium (10),Soft (20),Soft (22),,,,938
Max Verstappen,Soft (19),Medium (14),Soft (19),,,,938
Felipe Nasr,Soft (1),Medium (23),Medium (28),,,,938
Jenson Button,Soft (25),Medium (27),,,,,938
Will Stevens,Soft (26),Medium (25),,,,,938
Roberto Merhi,Soft (27),Medium (24),,,,,938
Nico Rosberg,Soft (18),Medium (32),,,,,938
Fernando Alonso,Medium (28),Soft (19),,,,,938
Romain Grosjean,Soft (1),,,,,,938
Pastor Maldonado,Soft (1),,,,,,938
Lewis Hamilton,Soft (13),Medium (17),Soft (13),,,,937
Nico Rosberg,Soft (12),Medium (19),Soft (12),,,,937
Romain Grosjean,Soft (9),Soft (12),Medium (22),,,,937
Daniil Kvyat,Soft (9),Medium (18),Soft (16),,,,937
Sergio Perez,Soft (8),Soft (12),Medium (23),,,,937
Felipe Massa,Soft (9),Medium (12),Medium (22),,,,937
Kimi Raikkonen,Soft (11),Soft (10),Medium (22),,,,937
Max Verstappen,Soft (9),Soft (12),Medium (11),Soft (11),,,937
Valtteri Bottas,Soft (8),Soft (13)*,Medium (22),,,,937
Marcus Ericsson,Soft (9),Medium (19),Soft (15),,,,937
Felipe Nasr,Medium (10),Soft (17),Soft (16),,,,937
Sebastian Vettel,Soft (14),Medium (28),,,,,937
Fernando Alonso,Medium (8),Soft (12),Soft (12),Soft (10),,,937
Jenson Button,Medium (11),Soft (9),Soft (15),Soft (7),,,937
Roberto Merhi,Soft (15),Soft (14),Medium (13),,,,937
Will Stevens,Soft (16),Soft (14),Medium (12),,,,937
Carlos Sainz Jnr,Soft (5),Medium (18),Soft (9),,,,937
Daniel Ricciardo,Soft (7),Medium (12),,,,,937
Pastor Maldonado,Soft (1),,,,,,937
Nico Hulkenberg,,,,,,,937
Sebastian Vettel,Soft (21),Soft (22),Medium (26),,,,936
Daniil Kvyat,Soft (13),Medium (20),Soft (36),,,,936
Daniel Ricciardo,Soft (21),Medium (21),Soft (22),Soft (5),,,936
Max Verstappen,Soft (14),Soft (23),Medium (9),Soft (23),,,936
Fernando Alonso,Soft (15),Soft (21),Medium (7),Soft (26),,,936
Lewis Hamilton,Soft (19),Soft (23),Medium (9),Soft (18),,,936
Romain Grosjean,Soft (14),Soft (20),Medium (8),Soft (27),,,936
Nico Rosberg,Soft (20),Medium (22),Medium (22),Soft (5),,,936
Jenson Button,Soft (14),Soft (21),Medium (34),,,,936
Marcus Ericsson,Soft (16),Soft (17),Medium (8),Soft (28),,,936
Felipe Nasr,Soft (14),Soft (18),Medium (10),Soft (27),,,936
Felipe Massa,Soft (14),Medium (15),Soft (25),Soft (15),,,936
Valtteri Bottas,Soft (13),Soft (25),Medium (11),Soft (20),,,936
Pastor Maldonado,Medium (25),Soft (16),Soft (28),,,,936
Roberto Merhi,Soft (6),Soft (24),Medium (37),Soft,,,936
Will Stevens,Soft (26),Soft (15),Medium (24),Soft,,,936
Carlos Sainz Jnr,Soft (15),Soft (21),Medium (24),,,,936
Kimi Raikkonen,Soft (22),Soft (21),Medium (9),Soft (3),,,936
Sergio Perez,Soft (16),Soft (14),Medium (11),Soft (12),,,936
Nico Hulkenberg,Soft (15),Soft (21),Medium (5),,,,936
Lewis Hamilton,Medium (19),Hard (24),Intermediate (9),,,,934
Nico Rosberg,Medium (20),Hard (24),Intermediate (8),,,,934
Sebastian Vettel,Medium (14),Hard (29),Intermediate (9),,,,934
Felipe Massa,Medium (20),Hard (24),Intermediate (8),,,,934
Valtteri Bottas,Medium (21),Hard (23),Intermediate (8),,,,934
Daniil Kvyat,Medium (18),Hard (26),Intermediate (8),,,,934
Nico Hulkenberg,Medium (19),Hard (25),Intermediate (8),,,,934
Kimi Raikkonen,Medium (13),Hard (25),Intermediate (9),Intermediate (4),,,934
Sergio Perez,Medium (20),Hard (24),Intermediate (7),,,,934
Fernando Alonso,Medium (1),Hard (16),Medium (20),Intermediate (14),,,934
Marcus Ericsson,Medium (23),Hard (14),Intermediate (4),Medium (1),Intermediate (9),,934
Roberto Merhi,Medium (36),Intermediate (8),Intermediate (5),,,,934
Will Stevens,Medium (36),Intermediate (9),Intermediate (4),,,,934
Carlos Sainz Jnr,Medium (12),Hard (19),,,,,934
Daniel Ricciardo,Medium (11),Hard (9),Hard (1),,,,934
Max Verstappen,Hard (3),,,,,,934
Nico Rosberg,Super soft (33),Soft (38),,,,,933
Lewis Hamilton,Super soft (35),Soft (36),,,,,933
Felipe Massa,Super soft (34),Soft (37),,,,,933
Sebastian Vettel,Super soft (36),Soft (35),,,,,933
Valtteri Bottas,Super soft (26),Soft (45),,,,,933
Nico Hulkenberg,Super soft (25),Soft (46),,,,,933
Pastor Maldonado,Soft (37),Super soft (33),,,,,933
Max Verstappen,Super soft (26),Soft (44),,,,,933
Sergio Perez,Soft (38),Super soft (32),,,,,933
Daniel Ricciardo,Soft (50),Super soft (20),,,,,933
Felipe Nasr,Super soft (24),Soft (46),,,,,933
Daniil Kvyat,Super soft (1),Soft (44),Super soft (25),,,,933
Marcus Ericsson,Super soft (2),Soft (43),Soft (24),,,,933
Roberto Merhi,Super soft (34),Soft (34),,,,,933
Romain Grosjean,Super soft (23),Soft (12),,,,,933
Carlos Sainz Jnr,Super soft (25),Soft (10),,,,,933
Jenson Button,Super soft (3),Soft (3),Soft (2),,,,933
Will Stevens,Super soft (1),,,,,,933
Sebastian Vettel,Super soft (13),Super soft (24),Soft (24),,,,939
Daniel Ricciardo,Super soft (13),Super soft (24),Soft (24),,,,939
Kimi Raikkonen,Super soft (13),Super soft (24),Soft (24),,,,939
Nico Rosberg,Super soft (13),Soft (24),Soft (24),,,,939
Valtteri Bottas,Super soft (13),Super soft (24),Soft (24),,,,939
Daniil Kvyat,Super soft (12),Super soft (21),Soft (28),,,,939
Sergio Perez,Super soft (13),Soft (21),Soft (27),,,,939
Max Verstappen,Super soft (12),Soft (24),Super soft (25),,,,939
Carlos Sainz Jnr,Super soft (10),Soft (18),Super soft (9),Super soft (24),,,939
Felipe Nasr,Super soft (13),Soft (21),Soft (27),,,,939
Marcus Ericsson,Super soft (10),Soft (18),Super soft (8),Soft (25),,,939
Pastor Maldonado,Super soft (10),Super soft (17),Soft (27),Super soft (7),,,939
Romain Grosjean,Super soft (9),Soft (17),Soft (33),,,,939
Alexander Rossi,Super soft (13),Soft (23),Super soft (23),,,,939
Will Stevens,Super soft (14),Soft (23),Super soft (22),,,,939
Jenson Button,Super soft (13),Soft (24),Soft (4),Super soft (11),,,939
Fernando Alonso,Super soft (10),Soft (23),,,,,939
Lewis Hamilton,Super soft (13),Soft (19),,,,,939
Felipe Massa,Super soft (12),Super soft (2),Soft (15),,,,939
Nico Hulkenberg,Super soft (11),Soft (1),,,,,939
Lewis Hamilton,Medium (16),Medium (15),Hard (22),,,,940
Nico Rosberg,Medium (15),Hard (14),Hard (24),,,,940
Sebastian Vettel,Medium (13),Hard (17),Hard (23),,,,940
Kimi Raikkonen,Medium (14),Hard (14),Hard (25),,,,940
Valtteri Bottas,Medium (11),Medium (18),Hard (24),,,,940
Nico Hulkenberg,Medium (10),Hard (21),Hard (22),,,,940
Romain Grosjean,Medium (11),Medium (22),Hard (20),,,,940
Pastor Maldonado,Medium (12),Medium (24),Hard (17),,,,940
Max Verstappen,Medium (9),Hard (21),Medium (23),,,,940
Carlos Sainz Jnr,Medium (14),Hard (13),Hard (25),,,,940
Fernando Alonso,Medium (9),Medium (19),Hard (24),,,,940
Sergio Perez,Medium (1),Hard (17),Hard (18),Hard (16),,,940
Daniil Kvyat,Medium (8),Hard (12),Medium (14),Hard (18),,,940
Marcus Ericsson,Medium (13),Medium (13),Hard (26),,,,940
Daniel Ricciardo,Medium (1),Hard (23),Hard (28),,,,940
Jenson Button,Hard (10),Medium (17),Medium (25),,,,940
Felipe Massa,Medium (1),Hard (15),Medium (18),Medium (17),,,940
Alexander Rossi,Medium (22),Hard (11),Medium (18),,,,940
Will Stevens,Medium (21),Hard (11),Medium (10),Medium (8),,,940
Felipe Nasr,Medium (10),Hard (20),Medium (19),,,,940
Lewis Hamilton,Super soft (32),Soft (21),,,,,941
Sebastian Vettel,Super soft (30),Soft (23),,,,,941
Sergio Perez,Super soft (12),Soft (41),,,,,941
Felipe Massa,Soft (30),Super soft (23),,,,,941
Daniil Kvyat,Super soft (33),Soft (20),,,,,941
Felipe Nasr,Super soft (34),Soft (19),,,,,941
Pastor Maldonado,Soft (30),Super soft (23),,,,,941
Kimi Raikkonen,Super soft (31),Soft (22),,,,,941
Jenson Button,Super soft (12),Soft (41),,,,,941
Max Verstappen,Super soft (1),Soft (23),Super soft (29),,,,941
Fernando Alonso,Soft (13),Super soft (40),,,,,941
Valtteri Bottas,Super soft (26),Soft (26),,,,,941
Roberto Merhi,Super soft (13),Soft (39),,,,,941
Will Stevens,Super soft (14),Soft (3),Super soft (34),,,,941
Daniel Ricciardo,Super soft (12),Soft (35),,,,,941
Carlos Sainz Jnr,Super soft (12),Soft (33),,,,,941
Romain Grosjean,Super soft (1),Soft (10),,,,,941
Nico Rosberg,Super soft (7),,,,,,941
Nico Hulkenberg,Super soft,,,,,,941
Marcus Ericsson,Soft,,,,,,941
Lewis Hamilton,Intermediate (18),Soft (25),Soft (13),,,,942
Nico Rosberg,Intermediate (19),Soft (19),Soft (18),,,,942
Sebastian Vettel,Intermediate (18),Soft (9),Medium (16),Soft (13),,,942
Max Verstappen,Intermediate (18),Soft (10),Soft (28),,,,942
Sergio Perez,Intermediate (19),Soft (8),Medium (29),,,,942
Carlos Sainz Jnr,Intermediate (19),Soft (8),Medium (16),Soft (13),,,942
Jenson Button,Intermediate (17),Soft (10),Soft (17),Soft (12),,,942
Pastor Maldonado,Intermediate (18),Soft (9),Soft (16),Soft (13),,,942
Felipe Nasr,Intermediate (2),Soft (1),Intermediate (14),Soft (9),Soft (16),Soft (14),942
Daniel Ricciardo,Intermediate (19),Soft (19),Soft (12),Soft (6),,,942
Fernando Alonso,Intermediate (1),Intermediate (17),Soft (8),Soft (30),,,942
Alexander Rossi,Intermediate (1),Intermediate (16),Soft (10),Medium (29),,,942
Daniil Kvyat,Intermediate (19),Soft (19),Medium (3),,,,942
Nico Hulkenberg,Intermediate (19),Soft (8),Medium (8),,,,942
Marcus Ericsson,Intermediate (16),Soft (3),Soft (6),,,,942
Kimi Raikkonen,Intermediate (19),Soft (1),Soft (5),,,,942
Felipe Massa,Intermediate (18),Soft (5),,,,,942
Romain Grosjean,Intermediate (1),Intermediate (8),Soft (1),,,,942
Valtteri Bottas,Intermediate (1),Soft (3),Intermediate (1),,,,942
Will Stevens,Intermediate (1),,,,,,942
Nico Rosberg,Soft (26),Medium (20),Medium (25),,,,943
Lewis Hamilton,Soft (28),Medium (20),Medium (23),,,,943
Valtteri Bottas,Soft (8),Medium (45),Medium (18),,,,943
Daniil Kvyat,Soft (21),Medium (31),Soft (19),,,,943
Daniel Ricciardo,Soft (24),Medium (28),Soft (19),,,,943
Felipe Massa,Soft (9),Medium (43),Medium (19),,,,943
Nico Hulkenberg,Soft (9),Medium (43),Medium (19),,,,943
Sergio Perez,Soft (18),Medium (53),,,,,943
Max Verstappen,Soft (25),Medium (27),Soft (19),,,,943
Romain Grosjean,Soft (11),Medium (41),Soft (19),,,,943
Pastor Maldonado,Soft (10),Medium (42),Soft (19),,,,943
Marcus Ericsson,Soft (10),Medium (29),Medium (12),Soft (20),,,943
Carlos Sainz Jnr,Soft (13),Medium (30),Soft (8),Soft (20),,,943
Jenson Button,Medium (30),Soft (17),Soft (24),,,,943
Alexander Rossi,Soft (27),Medium (23),Soft (19),,,,943
Will Stevens,Soft (26),Medium (24),Soft (19),,,,943
Felipe Nasr,Soft (12),Medium (32),Medium (7),Soft (6),,,943
Sebastian Vettel,Soft (1),Medium (34),Medium (15),,,,943
Kimi Raikkonen,Medium (21),,,,,,943
Fernando Alonso,Medium (1),,,,,,943
Nico Rosberg,Soft (13),Medium (20),Medium (15),Medium (23),,,944
Lewis Hamilton,Soft (14),Medium (20),Medium (15),Medium (22),,,944
Sebastian Vettel,Soft (13),Medium (19),Soft (15),Medium (24),,,944
Kimi Raikkonen,Soft (12),Medium (34),Medium (25),,,,944
Valtteri Bottas,Soft (11),Medium (30),Medium (29),,,,944
Nico Hulkenberg,Soft (9),Medium (26),Medium (35),,,,944
Daniil Kvyat,Soft (10),Medium (29),Medium (31),,,,944
Felipe Massa,Soft (10),Medium (28),Medium (17),Medium (15),,,944
Romain Grosjean,Soft (10),Medium (25),Medium (19),Soft (16),,,944
Max Verstappen,Soft (11),Medium (23),Medium (19),Soft (17),,,944
Pastor Maldonado,Medium (25),Soft (19),Medium (26),,,,944
Daniel Ricciardo,Soft (3),Medium (25),Medium (24),Soft (18),,,944
Sergio Perez,Soft (10),Medium (23),Medium (18),Soft (19),,,944
Felipe Nasr,Soft (14),Medium (25),Medium (31),,,,944
Jenson Button,Soft (12),Medium (19),Soft (20),Soft (19),,,944
Fernando Alonso,Soft (13),Medium (19),Soft (20),Soft (18),,,944
Marcus Ericsson,Soft (12),Medium (20),Medium (21),Soft (16),,,944
Will Stevens,Soft (15),Medium (25),Medium (27),,,,944
Alexander Rossi,Soft (14),Medium (27),Medium (26),,,,944
Nico Rosberg,Super soft (10),Soft (21),Soft (24),,,,945
Lewis Hamilton,Super soft (11),Soft (30),Soft (14),,,,945
Kimi Raikkonen,Super soft (10),Soft (22),Soft (23),,,,945
Sebastian Vettel,Soft (23),Soft (16),Super soft (16),,,,945
Sergio Perez,Super soft (6),Soft (21),Soft (28),,,,945
Daniel Ricciardo,Super soft (6),Soft (20),Soft (29),,,,945
Nico Hulkenberg,Super soft (7),Soft (17),Soft (31),,,,945
Felipe Massa,Super soft (6),Soft (20),Soft (29),,,,945
Romain Grosjean,Soft (23),Soft (20),Super soft (12),,,,945
Daniil Kvyat,Super soft (5),Soft (20),Soft (30),,,,945
Carlos Sainz Jnr,Super soft (7),Soft (21),Soft (27),,,,945
Max Verstappen,Super soft (8),Soft (12),Soft (18),Super soft (16),,,945
Jenson Button,Super soft (8),Soft (19),Soft (27),,,,945
Valtteri Bottas,Super soft (8),Soft (1),Soft (20),Soft (25),,,945
Marcus Ericsson,Soft (15),Soft (26),Super soft (13),,,,945
Felipe Nasr,Super soft (4),Soft (22),Soft (18),Super soft (10),,,945
Fernando Alonso,Super soft (1),Soft (16),Soft (30),Super soft (6),,,945
Will Stevens,Soft (23),Super soft (10),Soft (20),,,,945
Roberto Merhi,Soft (24),Super soft (28),,,,,945
Pastor Maldonado,,,,,,,945
Lewis Hamilton,Ultra soft (7),Soft (21),Soft (27),,,,968
Nico Rosberg,Ultra soft (8),Soft (21),Soft (26),,,,968
Sebastian Vettel,Ultra soft (8),Soft (29),Super soft (18),,,,968
Max Verstappen,Super soft (21),Soft (34),,,,,968
Daniel Ricciardo,Super soft (9),Soft (15),Soft (31),,,,968
Kimi Raikkonen,Ultra soft (7),Soft (18),Soft (30),,,,968
Nico Hulkenberg,Ultra soft (8),Soft (18),Soft (29),,,,968
Sergio Perez,Ultra soft (9),Soft (18),Soft (28),,,,968
Felipe Massa,Ultra soft (8),Soft (22),Soft (25),,,,968
Fernando Alonso,Ultra soft (7),Soft (31),Super soft (17),,,,968
Romain Grosjean,Soft (20),Soft (18),Super soft (17),,,,968
Esteban Gutierrez,Super soft (8),Soft (20),Soft (27),,,,968
Esteban Ocon,Soft (22),Soft (14),Super soft (18),,,,968
Pascal Wehrlein,Ultra soft (6),Soft (18),Soft (30),,,,968
Marcus Ericsson,Soft (38),Super soft (16),,,,,968
Felipe Nasr,Super soft (7),Soft (29),Soft (18),,,,968
Jolyon Palmer,Ultra soft (7),Soft (14),Soft (20),Super soft (13),,,968
Carlos Sainz Jnr,Super soft (6),Soft (22),Soft (13),,,,968
Daniil Kvyat,Super soft (8),Soft (6),,,,,968
Jenson Button,Soft (12),,,,,,968
Valtteri Bottas,Ultra soft (6),,,,,,968
Kevin Magnussen,Soft (1),Soft (4),,,,,968
Lewis Hamilton,Wet (20),Wet (8),Wet (43),,,,967
Nico Rosberg,Wet (20),Wet (8),Wet (43),,,,967
Max Verstappen,Wet (13),Intermediate (7),Wet (8),Wet (15),Intermediate (11),Wet (17),967
Sergio Perez,Wet (20),Wet (8),Wet (43),,,,967
Sebastian Vettel,Wet (10),Intermediate (10),Wet (8),Wet (43),,,967
Carlos Sainz Jnr,Wet (20),Wet (8),Wet (43),,,,967
Nico Hulkenberg,Wet (20),Wet (2),Wet (6),Wet (43),,,967
Daniel Ricciardo,Wet (13),Intermediate (7),Wet (8),Wet (12),Intermediate (12),Wet (19),967
Felipe Nasr,Wet (20),Wet (8),Wet (43),,,,967
Fernando Alonso,Wet (9),Intermediate (11),Wet (8),Wet (43),,,967
Valtteri Bottas,Wet (9),Intermediate (11),Wet (8),Wet (10),Intermediate (33),,967
Esteban Ocon,Wet (20),Wet (8),Wet (43),,,,967
Daniil Kvyat,Wet (9),Intermediate (8),Intermediate (3),Wet (8),Wet (43),,967
Kevin Magnussen,Wet (7),Intermediate (13),Wet (8),Wet (13),Intermediate (30),,967
Pascal Wehrlein,Wet (20),Wet (8),Wet (24),Wet (19),,,967
Jenson Button,Wet (8),Intermediate (12),Wet (8),Wet (6),Intermediate (10),Wet (27),967
